subject_id,workflow_id,task,reducer,data.value,data.aggregation_version
47663701,15643,T1,dropdown_reducer,"[{'5bd2fbcf507d4': 5, '62b7f977b2ebb': 1}]",3.4.4
47663701,15643,T3,dropdown_reducer,[{'31': 6}],3.4.4
47663701,15643,T4,dropdown_reducer,[{'12': 6}],3.4.4
47663701,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 6}],3.4.4
47663702,15643,T1,dropdown_reducer,[{'5bd2fbcf507d4': 5}],3.4.4
47663702,15643,T3,dropdown_reducer,"[{'25': 4, '24': 1}]",3.4.4
47663702,15643,T4,dropdown_reducer,[{'12': 5}],3.4.4
47663702,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 5}],3.4.4
47663704,15643,T1,dropdown_reducer,[{'5bd2fbcf507d4': 4}],3.4.4
47663704,15643,T3,dropdown_reducer,[{'17': 4}],3.4.4
47663704,15643,T4,dropdown_reducer,[{'12': 4}],3.4.4
47663704,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 4}],3.4.4
47663705,15643,T1,dropdown_reducer,[{'5bd2fbcf507d4': 5}],3.4.4
47663705,15643,T3,dropdown_reducer,[{'1': 5}],3.4.4
47663705,15643,T4,dropdown_reducer,[{'10': 5}],3.4.4
47663705,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 5}],3.4.4
47663707,15643,T1,dropdown_reducer,"[{'5bd2fbcf507d4': 5, 'None': 1}]",3.4.4
47663707,15643,T3,dropdown_reducer,[{'1': 6}],3.4.4
47663707,15643,T4,dropdown_reducer,[{'10': 6}],3.4.4
47663707,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 6}],3.4.4
47663709,15643,T1,dropdown_reducer,[{'5bd2fbcf507d4': 6}],3.4.4
47663709,15643,T3,dropdown_reducer,[{'24': 6}],3.4.4
47663709,15643,T4,dropdown_reducer,[{'9': 6}],3.4.4
47663709,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 6}],3.4.4
47663711,15643,T1,dropdown_reducer,"[{'5bd2fbcf507d4': 3, 'None': 1, 'a-wrap-up': 1}]",3.4.4
47663711,15643,T3,dropdown_reducer,[{'3': 5}],3.4.4
47663711,15643,T4,dropdown_reducer,[{'9': 5}],3.4.4
47663711,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 5}],3.4.4
47663712,15643,T1,dropdown_reducer,[{'5bd2fbcf507d4': 4}],3.4.4
47663712,15643,T3,dropdown_reducer,[{'27': 4}],3.4.4
47663712,15643,T4,dropdown_reducer,[{'8': 4}],3.4.4
47663712,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 4}],3.4.4
47663713,15643,T1,dropdown_reducer,[{'842fd9359d1f4': 5}],3.4.4
47663713,15643,T3,dropdown_reducer,[{'16': 5}],3.4.4
47663713,15643,T4,dropdown_reducer,[{'7': 5}],3.4.4
47663713,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 5}],3.4.4
47663715,15643,T1,dropdown_reducer,[{'842fd9359d1f4': 3}],3.4.4
47663715,15643,T3,dropdown_reducer,[{'30': 3}],3.4.4
47663715,15643,T4,dropdown_reducer,[{'7': 3}],3.4.4
47663715,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 3}],3.4.4
47663716,15643,T1,dropdown_reducer,[{'5bd2fbcf507d4': 4}],3.4.4
47663716,15643,T3,dropdown_reducer,[{'13': 4}],3.4.4
47663716,15643,T4,dropdown_reducer,[{'8': 4}],3.4.4
47663716,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 4}],3.4.4
47663718,15643,T1,dropdown_reducer,[{'5bd2fbcf507d4': 4}],3.4.4
47663718,15643,T3,dropdown_reducer,[{'10': 4}],3.4.4
47663718,15643,T4,dropdown_reducer,[{'9': 4}],3.4.4
47663718,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 4}],3.4.4
47663719,15643,T1,dropdown_reducer,[{'5bd2fbcf507d4': 4}],3.4.4
47663719,15643,T3,dropdown_reducer,[{'24': 4}],3.4.4
47663719,15643,T4,dropdown_reducer,[{'9': 4}],3.4.4
47663719,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 4}],3.4.4
47663721,15643,T1,dropdown_reducer,[{'5bd2fbcf507d4': 5}],3.4.4
47663721,15643,T3,dropdown_reducer,[{'1': 5}],3.4.4
47663721,15643,T4,dropdown_reducer,[{'10': 5}],3.4.4
47663721,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 5}],3.4.4
47663722,15643,T1,dropdown_reducer,"[{'842fd9359d1f4': 2, '5bd2fbcf507d4': 2}]",3.4.4
47663722,15643,T3,dropdown_reducer,[{'25': 4}],3.4.4
47663722,15643,T4,dropdown_reducer,[{'6': 4}],3.4.4
47663722,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 4}],3.4.4
47663724,15643,T1,dropdown_reducer,"[{'842fd9359d1f4': 2, '5bd2fbcf507d4': 2}]",3.4.4
47663724,15643,T3,dropdown_reducer,[{'4': 4}],3.4.4
47663724,15643,T4,dropdown_reducer,[{'6': 4}],3.4.4
47663724,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 4}],3.4.4
47663725,15643,T1,dropdown_reducer,[{'5bd2fbcf507d4': 5}],3.4.4
47663725,15643,T3,dropdown_reducer,[{'28': 5}],3.4.4
47663725,15643,T4,dropdown_reducer,[{'5': 5}],3.4.4
47663725,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 5}],3.4.4
47663727,15643,T1,dropdown_reducer,[{'842fd9359d1f4': 4}],3.4.4
47663727,15643,T3,dropdown_reducer,[{'7': 4}],3.4.4
47663727,15643,T4,dropdown_reducer,[{'5': 4}],3.4.4
47663727,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 4}],3.4.4
47663728,15643,T1,dropdown_reducer,[{'5bd2fbcf507d4': 3}],3.4.4
47663728,15643,T3,dropdown_reducer,[{'7': 3}],3.4.4
47663728,15643,T4,dropdown_reducer,[{'5': 3}],3.4.4
47663728,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 3}],3.4.4
47663730,15643,T1,dropdown_reducer,"[{'842fd9359d1f4': 4, 'None': 1}]",3.4.4
47663730,15643,T3,dropdown_reducer,[{'11': 5}],3.4.4
47663730,15643,T4,dropdown_reducer,[{'6': 5}],3.4.4
47663730,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 5}],3.4.4
47663731,15643,T1,dropdown_reducer,[{'5bd2fbcf507d4': 6}],3.4.4
47663731,15643,T3,dropdown_reducer,[{'18': 6}],3.4.4
47663731,15643,T4,dropdown_reducer,[{'6': 6}],3.4.4
47663731,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 6}],3.4.4
47663733,15643,T1,dropdown_reducer,"[{'5bd2fbcf507d4': 2, '842fd9359d1f4': 2}]",3.4.4
47663733,15643,T3,dropdown_reducer,[{'18': 4}],3.4.4
47663733,15643,T4,dropdown_reducer,[{'6': 4}],3.4.4
47663733,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 4}],3.4.4
47663734,15643,T1,dropdown_reducer,[{'5bd2fbcf507d4': 6}],3.4.4
47663734,15643,T3,dropdown_reducer,[{'25': 6}],3.4.4
47663734,15643,T4,dropdown_reducer,[{'6': 6}],3.4.4
47663734,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 6}],3.4.4
47663735,15643,T1,dropdown_reducer,"[{'842fd9359d1f4': 5, 'None': 1}]",3.4.4
47663735,15643,T3,dropdown_reducer,[{'2': 6}],3.4.4
47663735,15643,T4,dropdown_reducer,[{'7': 6}],3.4.4
47663735,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 6}],3.4.4
47663738,15643,T1,dropdown_reducer,"[{'5bd2fbcf507d4': 1, '842fd9359d1f4': 4}]",3.4.4
47663738,15643,T3,dropdown_reducer,[{'9': 5}],3.4.4
47663738,15643,T4,dropdown_reducer,[{'4': 5}],3.4.4
47663738,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 5}],3.4.4
47663740,15643,T1,dropdown_reducer,[{'5bd2fbcf507d4': 4}],3.4.4
47663740,15643,T3,dropdown_reducer,[{'26': 4}],3.4.4
47663740,15643,T4,dropdown_reducer,[{'3': 4}],3.4.4
47663740,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 4}],3.4.4
47663742,15643,T1,dropdown_reducer,"[{'5bd2fbcf507d4': 1, '842fd9359d1f4': 4}]",3.4.4
47663742,15643,T3,dropdown_reducer,[{'12': 5}],3.4.4
47663742,15643,T4,dropdown_reducer,[{'3': 5}],3.4.4
47663742,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 5}],3.4.4
47663743,15643,T1,dropdown_reducer,[{'842fd9359d1f4': 6}],3.4.4
47663743,15643,T3,dropdown_reducer,[{'12': 6}],3.4.4
47663743,15643,T4,dropdown_reducer,[{'2': 6}],3.4.4
47663743,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 6}],3.4.4
47663744,15643,T1,dropdown_reducer,"[{'842fd9359d1f4': 3, 'None': 1}]",3.4.4
47663744,15643,T3,dropdown_reducer,[{'19': 4}],3.4.4
47663744,15643,T4,dropdown_reducer,[{'2': 4}],3.4.4
47663744,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 4}],3.4.4
47663746,15643,T1,dropdown_reducer,"[{'5bd2fbcf507d4': 1, '842fd9359d1f4': 4}]",3.4.4
47663746,15643,T3,dropdown_reducer,[{'26': 5}],3.4.4
47663746,15643,T4,dropdown_reducer,[{'2': 5}],3.4.4
47663746,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 5}],3.4.4
47663747,15643,T1,dropdown_reducer,[{'5bd2fbcf507d4': 5}],3.4.4
47663747,15643,T3,dropdown_reducer,[{'26': 5}],3.4.4
47663747,15643,T4,dropdown_reducer,[{'2': 5}],3.4.4
47663747,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 5}],3.4.4
47663749,15643,T1,dropdown_reducer,[{'842fd9359d1f4': 4}],3.4.4
47663749,15643,T3,dropdown_reducer,[{'19': 4}],3.4.4
47663749,15643,T4,dropdown_reducer,[{'3': 4}],3.4.4
47663749,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 4}],3.4.4
47663750,15643,T1,dropdown_reducer,[{'842fd9359d1f4': 4}],3.4.4
47663750,15643,T3,dropdown_reducer,[{'2': 4}],3.4.4
47663750,15643,T4,dropdown_reducer,[{'4': 4}],3.4.4
47663750,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 4}],3.4.4
47663752,15643,T1,dropdown_reducer,"[{'842fd9359d1f4': 4, '5bd2fbcf507d4': 1}]",3.4.4
47663752,15643,T3,dropdown_reducer,[{'16': 5}],3.4.4
47663752,15643,T4,dropdown_reducer,[{'4': 5}],3.4.4
47663752,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 5}],3.4.4
47663754,15643,T1,dropdown_reducer,[{'842fd9359d1f4': 4}],3.4.4
47663754,15643,T3,dropdown_reducer,[{'15': 4}],3.4.4
47663754,15643,T4,dropdown_reducer,[{'1': 4}],3.4.4
47663754,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 4}],3.4.4
47663755,15643,T1,dropdown_reducer,"[{'5bd2fbcf507d4': 1, '842fd9359d1f4': 5}]",3.4.4
47663755,15643,T3,dropdown_reducer,[{'22': 6}],3.4.4
47663755,15643,T4,dropdown_reducer,[{'1': 6}],3.4.4
47663755,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 6}],3.4.4
47663757,15643,T1,dropdown_reducer,[{'842fd9359d1f4': 6}],3.4.4
47663757,15643,T3,dropdown_reducer,[{'29': 6}],3.4.4
47663757,15643,T4,dropdown_reducer,[{'1': 6}],3.4.4
47663757,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 6}],3.4.4
47663758,15643,T1,dropdown_reducer,"[{'842fd9359d1f4': 3, '5bd2fbcf507d4': 2}]",3.4.4
47663758,15643,T3,dropdown_reducer,[{'5': 5}],3.4.4
47663758,15643,T4,dropdown_reducer,[{'2': 5}],3.4.4
47663758,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 5}],3.4.4
47663760,15643,T1,dropdown_reducer,"[{'5bd2fbcf507d4': 4, 'cd638da74b4e3': 1}]",3.4.4
47663760,15643,T3,dropdown_reducer,[{'5': 5}],3.4.4
47663760,15643,T4,dropdown_reducer,[{'2': 5}],3.4.4
47663760,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 5}],3.4.4
47663761,15643,T1,dropdown_reducer,[{'cd638da74b4e3': 4}],3.4.4
47663761,15643,T3,dropdown_reducer,[{'12': 4}],3.4.4
47663761,15643,T4,dropdown_reducer,[{'11': 4}],3.4.4
47663761,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 4}],3.4.4
47663763,15643,T1,dropdown_reducer,"[{'5bd2fbcf507d4': 4, 'None': 1}]",3.4.4
47663763,15643,T3,dropdown_reducer,[{'2': 5}],3.4.4
47663763,15643,T4,dropdown_reducer,[{'4': 5}],3.4.4
47663763,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 5}],3.4.4
47663764,15643,T1,dropdown_reducer,[{'5bd2fbcf507d4': 4}],3.4.4
47663764,15643,T3,dropdown_reducer,[{'3': 4}],3.4.4
47663764,15643,T4,dropdown_reducer,[{'9': 4}],3.4.4
47663764,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 4}],3.4.4
47663766,15643,T1,dropdown_reducer,[{'4d3e231d63e6a': 6}],3.4.4
47663766,15643,T3,dropdown_reducer,[{'16': 6}],3.4.4
47663766,15643,T4,dropdown_reducer,[{'4': 6}],3.4.4
47663766,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 6}],3.4.4
47663767,15643,T1,dropdown_reducer,[{'4d3e231d63e6a': 4}],3.4.4
47663767,15643,T3,dropdown_reducer,[{'2': 4}],3.4.4
47663767,15643,T4,dropdown_reducer,[{'4': 4}],3.4.4
47663767,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 4}],3.4.4
47663769,15643,T1,dropdown_reducer,[{'4d3e231d63e6a': 5}],3.4.4
47663769,15643,T3,dropdown_reducer,[{'26': 5}],3.4.4
47663769,15643,T4,dropdown_reducer,[{'2': 5}],3.4.4
47663769,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 5}],3.4.4
47663770,15643,T1,dropdown_reducer,[{'4d3e231d63e6a': 5}],3.4.4
47663770,15643,T3,dropdown_reducer,[{'15': 5}],3.4.4
47663770,15643,T4,dropdown_reducer,[{'1': 5}],3.4.4
47663770,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 5}],3.4.4
47663772,15643,T1,dropdown_reducer,[{'5bd2fbcf507d4': 5}],3.4.4
47663772,15643,T3,dropdown_reducer,[{'1': 5}],3.4.4
47663772,15643,T4,dropdown_reducer,[{'1': 5}],3.4.4
47663772,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 5}],3.4.4
47663773,15643,T1,dropdown_reducer,[{'5bd2fbcf507d4': 5}],3.4.4
47663773,15643,T3,dropdown_reducer,[{'2': 5}],3.4.4
47663773,15643,T4,dropdown_reducer,"[{'4': 4, '2': 1}]",3.4.4
47663773,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 5}],3.4.4
47663775,15643,T1,dropdown_reducer,[{'5bd2fbcf507d4': 5}],3.4.4
47663775,15643,T3,dropdown_reducer,[{'28': 5}],3.4.4
47663775,15643,T4,dropdown_reducer,[{'5': 5}],3.4.4
47663775,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 5}],3.4.4
47663776,15643,T1,dropdown_reducer,[{'596c98f045dfe': 4}],3.4.4
47663776,15643,T3,dropdown_reducer,[{'19': 4}],3.4.4
47663776,15643,T4,dropdown_reducer,[{'2': 4}],3.4.4
47663776,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 4}],3.4.4
47663778,15643,T1,dropdown_reducer,[{'5bd2fbcf507d4': 7}],3.4.4
47663778,15643,T3,dropdown_reducer,[{'25': 7}],3.4.4
47663778,15643,T4,dropdown_reducer,[{'6': 7}],3.4.4
47663778,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 7}],3.4.4
47663779,15643,T1,dropdown_reducer,"[{'596c98f045dfe': 3, '5bd2fbcf507d4': 1}]",3.4.4
47663779,15643,T3,dropdown_reducer,[{'11': 4}],3.4.4
47663779,15643,T4,dropdown_reducer,[{'6': 4}],3.4.4
47663779,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 4}],3.4.4
47663780,15643,T1,dropdown_reducer,"[{'None': 1, '5bd2fbcf507d4': 5}]",3.4.4
47663780,15643,T3,dropdown_reducer,[{'30': 6}],3.4.4
47663780,15643,T4,dropdown_reducer,[{'4': 6}],3.4.4
47663780,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 6}],3.4.4
47663782,15643,T1,dropdown_reducer,[{'5bd2fbcf507d4': 5}],3.4.4
47663782,15643,T3,dropdown_reducer,[{'20': 5}],3.4.4
47663782,15643,T4,dropdown_reducer,[{'8': 5}],3.4.4
47663782,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 5}],3.4.4
47663783,15643,T1,dropdown_reducer,[{'cd638da74b4e3': 5}],3.4.4
47663783,15643,T3,dropdown_reducer,[{'22': 5}],3.4.4
47663783,15643,T4,dropdown_reducer,[{'10': 5}],3.4.4
47663783,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 5}],3.4.4
47663785,15643,T1,dropdown_reducer,[{'5bd2fbcf507d4': 6}],3.4.4
47663785,15643,T3,dropdown_reducer,[{'3': 6}],3.4.4
47663785,15643,T4,dropdown_reducer,[{'9': 6}],3.4.4
47663785,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 6}],3.4.4
47663786,15643,T1,dropdown_reducer,[{'5bd2fbcf507d4': 4}],3.4.4
47663786,15643,T3,dropdown_reducer,[{'21': 4}],3.4.4
47663786,15643,T4,dropdown_reducer,[{'5': 4}],3.4.4
47663786,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 4}],3.4.4
47663788,15643,T1,dropdown_reducer,[{'cd638da74b4e3': 5}],3.4.4
47663788,15643,T3,dropdown_reducer,[{'7': 5}],3.4.4
47663788,15643,T4,dropdown_reducer,[{'5': 5}],3.4.4
47663788,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 5}],3.4.4
47663789,15643,T1,dropdown_reducer,[{'4d3e231d63e6a': 5}],3.4.4
47663789,15643,T3,dropdown_reducer,[{'14': 5}],3.4.4
47663789,15643,T4,dropdown_reducer,[{'5': 5}],3.4.4
47663789,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 5}],3.4.4
47663790,15643,T1,dropdown_reducer,[{'4d3e231d63e6a': 6}],3.4.4
47663790,15643,T3,dropdown_reducer,[{'16': 6}],3.4.4
47663790,15643,T4,dropdown_reducer,[{'4': 6}],3.4.4
47663790,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 6}],3.4.4
47663792,15643,T1,dropdown_reducer,[{'4d3e231d63e6a': 4}],3.4.4
47663792,15643,T3,dropdown_reducer,[{'9': 4}],3.4.4
47663792,15643,T4,dropdown_reducer,[{'4': 4}],3.4.4
47663792,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 4}],3.4.4
47663794,15643,T1,dropdown_reducer,"[{'5bd2fbcf507d4': 5, 'c66dd872e5c9f': 1}]",3.4.4
47663794,15643,T3,dropdown_reducer,[{'2': 6}],3.4.4
47663794,15643,T4,dropdown_reducer,[{'4': 6}],3.4.4
47663794,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 6}],3.4.4
47663795,15643,T1,dropdown_reducer,[{'4d3e231d63e6a': 5}],3.4.4
47663795,15643,T3,dropdown_reducer,[{'26': 5}],3.4.4
47663795,15643,T4,dropdown_reducer,[{'3': 5}],3.4.4
47663795,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 5}],3.4.4
47663796,15643,T1,dropdown_reducer,[{'4d3e231d63e6a': 6}],3.4.4
47663796,15643,T3,dropdown_reducer,[{'5': 6}],3.4.4
47663796,15643,T4,dropdown_reducer,[{'3': 6}],3.4.4
47663796,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 6}],3.4.4
47663798,15643,T1,dropdown_reducer,[{'5bd2fbcf507d4': 4}],3.4.4
47663798,15643,T3,dropdown_reducer,[{'26': 4}],3.4.4
47663798,15643,T4,dropdown_reducer,[{'2': 4}],3.4.4
47663798,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 4}],3.4.4
47663799,15643,T1,dropdown_reducer,[{'4d3e231d63e6a': 4}],3.4.4
47663799,15643,T3,dropdown_reducer,[{'5': 4}],3.4.4
47663799,15643,T4,dropdown_reducer,[{'2': 4}],3.4.4
47663799,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 4}],3.4.4
47663801,15643,T1,dropdown_reducer,[{'4d3e231d63e6a': 4}],3.4.4
47663801,15643,T3,dropdown_reducer,[{'29': 4}],3.4.4
47663801,15643,T4,dropdown_reducer,[{'1': 4}],3.4.4
47663801,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 4}],3.4.4
47663802,15643,T1,dropdown_reducer,[{'118375e6f8e7': 5}],3.4.4
47663802,15643,T3,dropdown_reducer,[{'24': 5}],3.4.4
47663802,15643,T4,dropdown_reducer,[{'12': 5}],3.4.4
47663802,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 5}],3.4.4
47663804,15643,T1,dropdown_reducer,"[{'5bd2fbcf507d4': 8, 'None': 1}]",3.4.4
47663804,15643,T3,dropdown_reducer,[{'12': 9}],3.4.4
47663804,15643,T4,dropdown_reducer,[{'11': 9}],3.4.4
47663804,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 9}],3.4.4
47663806,15643,T1,dropdown_reducer,[{'118375e6f8e7': 4}],3.4.4
47663806,15643,T3,dropdown_reducer,[{'27': 4}],3.4.4
47663806,15643,T4,dropdown_reducer,[{'8': 4}],3.4.4
47663806,15643,T8,dropdown_reducer,[{'34d4c94d85019': 4}],3.4.4
47663808,15643,T1,dropdown_reducer,"[{'5bd2fbcf507d4': 3, 'None': 1}]",3.4.4
47663808,15643,T3,dropdown_reducer,[{'16': 4}],3.4.4
47663808,15643,T4,dropdown_reducer,[{'7': 4}],3.4.4
47663808,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 4}],3.4.4
47663810,15643,T1,dropdown_reducer,[{'5bd2fbcf507d4': 6}],3.4.4
47663810,15643,T3,dropdown_reducer,[{'31': 6}],3.4.4
47663810,15643,T4,dropdown_reducer,[{'12': 6}],3.4.4
47663810,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 6}],3.4.4
47663811,15643,T1,dropdown_reducer,[{'5bd2fbcf507d4': 5}],3.4.4
47663811,15643,T3,dropdown_reducer,[{'17': 5}],3.4.4
47663811,15643,T4,dropdown_reducer,[{'12': 5}],3.4.4
47663811,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 5}],3.4.4
47663812,15643,T1,dropdown_reducer,"[{'5bd2fbcf507d4': 3, 'None': 1}]",3.4.4
47663812,15643,T3,dropdown_reducer,[{'10': 4}],3.4.4
47663812,15643,T4,dropdown_reducer,[{'12': 4}],3.4.4
47663812,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 4}],3.4.4
47663815,15643,T1,dropdown_reducer,"[{'5bd2fbcf507d4': 4, 'None': 1}]",3.4.4
47663815,15643,T3,dropdown_reducer,[{'26': 5}],3.4.4
47663815,15643,T4,dropdown_reducer,[{'11': 5}],3.4.4
47663815,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 5}],3.4.4
47663817,15643,T1,dropdown_reducer,"[{'abortion-issues': 1, '5bd2fbcf507d4': 2, 'None': 1}]",3.4.4
47663817,15643,T3,dropdown_reducer,[{'12': 4}],3.4.4
47663817,15643,T4,dropdown_reducer,[{'11': 4}],3.4.4
47663817,15643,T8,dropdown_reducer,"[{'9a8e01acfe16e': 3, 'ph': 1}]",3.4.4
47663819,15643,T1,dropdown_reducer,"[{'5bd2fbcf507d4': 4, 'None': 1}]",3.4.4
47663819,15643,T3,dropdown_reducer,[{'29': 5}],3.4.4
47663819,15643,T4,dropdown_reducer,[{'10': 5}],3.4.4
47663819,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 5}],3.4.4
47663820,15643,T1,dropdown_reducer,[{'f0f7524fdb08e': 5}],3.4.4
47663820,15643,T3,dropdown_reducer,[{'15': 5}],3.4.4
47663820,15643,T4,dropdown_reducer,[{'10': 5}],3.4.4
47663820,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 5}],3.4.4
47663822,15643,T1,dropdown_reducer,[{'5bd2fbcf507d4': 4}],3.4.4
47663822,15643,T3,dropdown_reducer,[{'1': 4}],3.4.4
47663822,15643,T4,dropdown_reducer,[{'10': 4}],3.4.4
47663822,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 4}],3.4.4
47663824,15643,T1,dropdown_reducer,"[{'5bd2fbcf507d4': 3, 'None': 1}]",3.4.4
47663824,15643,T3,dropdown_reducer,[{'24': 4}],3.4.4
47663824,15643,T4,dropdown_reducer,[{'9': 4}],3.4.4
47663824,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 4}],3.4.4
47663826,15643,T1,dropdown_reducer,[{'5bd2fbcf507d4': 4}],3.4.4
47663826,15643,T3,dropdown_reducer,[{'3': 4}],3.4.4
47663826,15643,T4,dropdown_reducer,[{'9': 4}],3.4.4
47663826,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 4}],3.4.4
47663827,15643,T1,dropdown_reducer,[{'5bd2fbcf507d4': 4}],3.4.4
47663827,15643,T3,dropdown_reducer,[{'27': 4}],3.4.4
47663827,15643,T4,dropdown_reducer,[{'8': 4}],3.4.4
47663827,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 4}],3.4.4
47663829,15643,T1,dropdown_reducer,[{'5bd2fbcf507d4': 5}],3.4.4
47663829,15643,T3,dropdown_reducer,[{'13': 5}],3.4.4
47663829,15643,T4,dropdown_reducer,[{'8': 5}],3.4.4
47663829,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 5}],3.4.4
47663830,15643,T1,dropdown_reducer,[{'9a6c64060986': 4}],3.4.4
47663830,15643,T3,dropdown_reducer,[{'6': 4}],3.4.4
47663830,15643,T4,dropdown_reducer,[{'8': 4}],3.4.4
47663830,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 4}],3.4.4
47663831,15643,T1,dropdown_reducer,[{'5bd2fbcf507d4': 4}],3.4.4
47663831,15643,T3,dropdown_reducer,[{'30': 4}],3.4.4
47663831,15643,T4,dropdown_reducer,[{'7': 4}],3.4.4
47663831,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 4}],3.4.4
47663832,15643,T1,dropdown_reducer,[{'4d3e231d63e6a': 5}],3.4.4
47663832,15643,T3,dropdown_reducer,[{'30': 5}],3.4.4
47663832,15643,T4,dropdown_reducer,[{'7': 5}],3.4.4
47663832,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 5}],3.4.4
47663834,15643,T1,dropdown_reducer,"[{'for-and-about-women': 2, '5bd2fbcf507d4': 2}]",3.4.4
47663834,15643,T3,dropdown_reducer,[{'16': 4}],3.4.4
47663834,15643,T4,dropdown_reducer,[{'7': 4}],3.4.4
47663834,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 4}],3.4.4
47663835,15643,T1,dropdown_reducer,"[{'None': 2, '5bd2fbcf507d4': 2}]",3.4.4
47663835,15643,T3,dropdown_reducer,[{'2': 4}],3.4.4
47663835,15643,T4,dropdown_reducer,[{'7': 4}],3.4.4
